,Price,Carat-Size,Color_E,Color_F,Color_G,Color_H,Color_I,Color_J,Color_K,Clarity_SI1,Clarity_SI2,Clarity_VS1,Clarity_VS2,Clarity_VVS1,Clarity_VVS2,Cut_Good,Cut_Ideal,Cut_Very Good
93,1055,0.008312231034395498,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
94,1055,0.008312231034395498,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
95,1055,0.008520036810255384,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
96,1055,0.008520036810255384,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
97,1055,0.007688813706815834,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
98,1055,0.008312231034395498,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
99,1055,0.007688813706815834,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100,1076,0.007896619482675723,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
101,1076,0.009351259913694936,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
102,1076,0.01039028879299437,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
103,1076,0.01039028879299437,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
104,1076,0.01039028879299437,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
105,1076,0.008727842586115272,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
106,1076,0.008727842586115272,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
107,1076,0.01039028879299437,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
108,1076,0.01039028879299437,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
109,1076,0.01288395810331302,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
110,1076,0.01039028879299437,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
111,1076,0.00810442525853561,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
112,1076,0.00810442525853561,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
113,1077,0.007688813706815834,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
114,1077,0.007688813706815834,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
115,1077,0.007688813706815834,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
116,1077,0.011221511896433922,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
117,1077,0.00955906568955482,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
118,1077,0.011844929224013584,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
119,1077,0.0074810079309559465,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
120,1078,0.007896619482675723,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
121,1078,0.0070653963792361735,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,1078,0.00644197905165651,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
123,1078,0.010805900344714145,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
124,1078,0.01039028879299437,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
125,1099,0.009143454137835048,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
126,1099,0.00727320215509606,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
127,1099,0.00727320215509606,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
128,1099,0.011429317672293807,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
129,1100,0.006649784827516398,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
130,1100,0.006649784827516398,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1100,0.006857590603376286,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
132,1100,0.00955906568955482,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
133,1100,0.008727842586115272,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
134,1100,0.009143454137835048,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
135,1101,0.01039028879299437,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
136,1101,0.008312231034395498,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
137,1101,0.00810442525853561,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
138,1101,0.01288395810331302,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
139,1101,0.0062341732757966225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140,1102,0.008935648361975159,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
141,1102,0.008312231034395498,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
142,1102,0.008312231034395498,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
143,1102,0.008312231034395498,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
144,1102,0.013299569655032796,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
145,1102,0.008312231034395498,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
146,1102,0.008312231034395498,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
147,1102,0.008312231034395498,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
148,1102,0.008312231034395498,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
149,1102,0.008312231034395498,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
150,1129,0.011844929224013584,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
151,1129,0.011844929224013584,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
152,1129,0.011844929224013584,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
153,1129,0.0074810079309559465,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
154,1129,0.008312231034395498,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
155,1129,0.0070653963792361735,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,1129,0.011221511896433922,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
157,1129,0.01059809456885426,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
158,1129,0.009351259913694936,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
159,1129,0.0070653963792361735,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
160,1129,0.0070653963792361735,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
161,1130,0.008312231034395498,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
162,1130,0.008312231034395498,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
163,1130,0.008520036810255384,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
164,1130,0.008520036810255384,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
165,1130,0.008520036810255384,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
166,1130,0.008520036810255384,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
167,1130,0.008520036810255384,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
168,1130,0.008520036810255384,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
169,1130,0.008520036810255384,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
170,1130,0.008520036810255384,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
171,1130,0.008520036810255384,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
172,1130,0.008520036810255384,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
173,1130,0.008520036810255384,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
174,1130,0.008520036810255384,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
175,1154,0.008520036810255384,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
176,1154,0.007896619482675723,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,1154,0.007896619482675723,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,1154,0.008520036810255384,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
179,1154,0.008520036810255384,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
180,1154,0.008520036810255384,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
181,1154,0.008520036810255384,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
182,1154,0.008520036810255384,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
183,1154,0.008520036810255384,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
184,1155,0.006649784827516398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,1155,0.006649784827516398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
186,1155,0.008727842586115272,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
187,1155,0.011221511896433922,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
188,1155,0.011221511896433922,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
189,1155,0.012676152327453134,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
190,1155,0.008520036810255384,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
191,1156,0.01039028879299437,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
192,1156,0.01039028879299437,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
193,1156,0.01039028879299437,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
194,1156,0.01059809456885426,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
195,1156,0.00727320215509606,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
196,1156,0.009351259913694936,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
197,1156,0.008312231034395498,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
198,1156,0.008312231034395498,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
199,1156,0.008312231034395498,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
200,1171,0.008312231034395498,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
201,1171,0.0062341732757966225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
202,1171,0.0062341732757966225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
203,1171,0.0062341732757966225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
204,1171,0.01039028879299437,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
205,1172,0.01059809456885426,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
206,1172,0.01059809456885426,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
207,1172,0.01059809456885426,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
208,1172,0.01059809456885426,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
209,1172,0.01059809456885426,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
210,1172,0.010805900344714145,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
211,1172,0.009351259913694936,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
212,1172,0.010805900344714145,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
213,1172,0.009766871465414708,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
214,1172,0.009766871465414708,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
215,1173,0.008312231034395498,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
216,1173,0.007688813706815834,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
217,1173,0.011013706120574037,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
218,1173,0.006857590603376286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,1173,0.01059809456885426,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
220,1173,0.007896619482675723,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,1174,0.009766871465414708,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
222,1174,0.00727320215509606,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
223,1174,0.00727320215509606,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
224,1174,0.009143454137835048,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
225,1193,0.00644197905165651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
226,1193,0.012468346551593243,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
227,1193,0.008727842586115272,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
228,1193,0.008727842586115272,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
229,1193,0.008727842586115272,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
230,1193,0.008727842586115272,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
231,1193,0.008727842586115272,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
232,1194,0.01039028879299437,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
233,1194,0.011013706120574037,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
234,1194,0.01039028879299437,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
235,1194,0.009143454137835048,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
236,1194,0.011013706120574037,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
237,1194,0.01039028879299437,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
238,1194,0.008312231034395498,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
239,1194,0.008935648361975159,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
240,1194,0.008727842586115272,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
241,1194,0.010805900344714145,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
242,1195,0.00727320215509606,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
243,1195,0.00727320215509606,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
244,1195,0.01059809456885426,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
245,1195,0.01059809456885426,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
246,1195,0.01059809456885426,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
247,1195,0.01059809456885426,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
248,1195,0.011429317672293807,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
249,1195,0.008520036810255384,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
250,1215,0.006857590603376286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
251,1215,0.011637123448153696,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
252,1215,0.012468346551593243,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
253,1215,0.008312231034395498,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
254,1215,0.008312231034395498,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
255,1215,0.008312231034395498,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
256,1215,0.008312231034395498,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
257,1215,0.008312231034395498,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
258,1215,0.008312231034395498,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
259,1215,0.010805900344714145,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
260,1215,0.008312231034395498,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
261,1215,0.008312231034395498,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
262,1215,0.008312231034395498,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
263,1215,0.008312231034395498,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
264,1215,0.008312231034395498,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
265,1215,0.013507375430892685,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
266,1215,0.008312231034395498,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
267,1215,0.008312231034395498,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
268,1215,0.008312231034395498,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
269,1215,0.008935648361975159,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
270,1216,0.009143454137835048,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
271,1216,0.008520036810255384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
272,1216,0.008312231034395498,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
273,1216,0.008312231034395498,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
274,1216,0.008312231034395498,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
275,1237,0.008727842586115272,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
276,1237,0.007896619482675723,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
277,1237,0.01288395810331302,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
278,1237,0.007896619482675723,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
279,1238,0.008727842586115272,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
280,1238,0.011221511896433922,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
281,1238,0.008312231034395498,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
282,1239,0.008312231034395498,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
283,1239,0.008312231034395498,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
284,1239,0.008312231034395498,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
285,1239,0.009766871465414708,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
286,1239,0.009143454137835048,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
287,1239,0.011637123448153696,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
288,1239,0.008312231034395498,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
289,1239,0.012676152327453134,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
290,1239,0.008520036810255384,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
291,1239,0.011221511896433922,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
292,1239,0.01039028879299437,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
293,1239,0.012468346551593243,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
294,1240,0.011844929224013584,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
295,1240,0.01205273499987347,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
296,1240,0.010182483017134484,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
297,1240,0.008935648361975159,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
